crop_mgt,mon_1,day_1,mon_2,day_2,operation,op_data1,op_data2,op_data3
csil_cons,5,1,5,15,fertilizer,comp_manure,broadcast,15000
csil_cons,5,2,5,16,tillage,plow25,,
csil_cons,5,3,5,17,tillage,chisplow,,
csil_cons,5,4,5,18,plant,csil,,
csil_cons,5,5,5,19,fertilizer,7:20:30,broadcast,300
csil_cons,6,1,6,10,fertilizer,elem_n,broadcast,54
csil_cons,6,20,6,30,fertilizer,elem_n,broadcast,69
csil_cons,9,11,10,30,harvest_only,csil,silage,
csil_cons,9,11,10,30,kill_only,csil,,
fesc_0.5yr,8,1,11,10,tillage,chisplow,,
fesc_0.5yr,8,2,11,11,plant,fesc,,
fesc_0.5yr,,,,,skip,,,
fesc_0.5yr,4,1,5,1,harvest_only,fesc,hay_cut_low,
fesc_0.5yr,4,1,5,1,kill_only,fesc,,
fesc_1.5yr,8,1,11,10,tillage,chisplow,,
fesc_1.5yr,8,2,11,11,plant,fesc,,
fesc_1.5yr,,,,,skip,,,
fesc_1.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_1.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_1.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_1.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_1.5yr,,,,,skip,,,
fesc_1.5yr,4,1,5,1,kill_only,fesc,,
fesc_1yr,8,1,11,10,tillage,chisplow,,
fesc_1yr,8,2,11,11,plant,fesc,,
fesc_1yr,,,,,skip,,,
fesc_1yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_1yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_1yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_1yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_1yr,8,10,8,30,kill_only,fesc,,
fesc_2.5yr,8,1,11,10,tillage,chisplow,,
fesc_2.5yr,8,2,11,11,plant,fesc,,
fesc_2.5yr,,,,,skip,,,
fesc_2.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_2.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_2.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_2.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_2.5yr,,,,,skip,,,
fesc_2.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_2.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_2.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_2.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_2.5yr,,,,,skip,,,
fesc_2.5yr,4,1,5,1,kill_only,fesc,,
fesc_2yr,8,1,11,10,tillage,chisplow,,
fesc_2yr,8,2,11,11,plant,fesc,,
fesc_2yr,,,,,skip,,,
fesc_2yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_2yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_2yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_2yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_2yr,,,,,skip,,,
fesc_2yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_2yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_2yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_2yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_2yr,8,10,8,30,kill_only,fesc,,
fesc_3.5yr,8,1,11,10,tillage,chisplow,,
fesc_3.5yr,8,2,11,11,plant,fesc,,
fesc_3.5yr,,,,,skip,,,
fesc_3.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_3.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_3.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_3.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_3.5yr,,,,,skip,,,
fesc_3.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_3.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_3.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_3.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_3.5yr,,,,,skip,,,
fesc_3.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_3.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_3.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_3.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_3.5yr,,,,,skip,,,
fesc_3.5yr,4,1,5,1,kill_only,fesc,,
fesc_3yr,8,1,11,10,tillage,chisplow,,
fesc_3yr,8,2,11,11,plant,fesc,,
fesc_3yr,,,,,skip,,,
fesc_3yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_3yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_3yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_3yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_3yr,,,,,skip,,,
fesc_3yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_3yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_3yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_3yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_3yr,,,,,skip,,,
fesc_3yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_3yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_3yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_3yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_3yr,8,10,8,30,kill_only,fesc,,
fesc_4.5yr,8,1,11,10,tillage,chisplow,,
fesc_4.5yr,8,2,11,11,plant,fesc,,
fesc_4.5yr,,,,,skip,,,
fesc_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,,,,,skip,,,
fesc_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,,,,,skip,,,
fesc_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,,,,,skip,,,
fesc_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4.5yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4.5yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4.5yr,,,,,skip,,,
fesc_4.5yr,4,1,5,1,kill_only,fesc,,
fesc_4yr,8,1,11,10,tillage,chisplow,,
fesc_4yr,8,2,11,11,plant,fesc,,
fesc_4yr,,,,,skip,,,
fesc_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,,,,,skip,,,
fesc_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,,,,,skip,,,
fesc_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,,,,,skip,,,
fesc_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
fesc_4yr,5,5,5,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
fesc_4yr,8,10,8,30,harvest_only,fesc,hay_cut_low,
fesc_4yr,8,10,8,30,kill_only,fesc,,
wbar,9,10,11,11,tillage,plow25,,
wbar,9,11,11,12,tillage,chisplow,,
wbar,9,12,11,13,fertilizer,7:20:30,broadcast,400
wbar,9,13,11,14,plant,wbar,,
wbar,,,,,skip,,,
wbar,3,10,3,20,fertilizer,elem_n,broadcast,40.5
wbar,4,5,4,15,fertilizer,elem_n,broadcast,40.5
wbar,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wbar,7,5,7,25,harvest_only,wbar,grain,
wbar,7,5,7,25,kill_only,wbar,,
wbar_cons,9,10,10,30,tillage,plow25,,
wbar_cons,9,11,10,31,tillage,chisplow,,
wbar_cons,9,12,11,22,fertilizer,7:20:30,broadcast,400
wbar_cons,9,13,11,23,plant,wbar,,
wbar_cons,,,,,skip,,,
wbar_cons,3,10,3,20,fertilizer,elem_n,broadcast,40.5
wbar_cons,4,5,4,15,fertilizer,elem_n,broadcast,40.5
wbar_cons,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wbar_cons,7,5,7,25,harvest_only,wbar,grain,
wbar_cons,7,5,7,25,kill_only,wbar,,
wwht,9,10,11,11,tillage,plow25,,
wwht,9,11,11,12,tillage,chisplow,,
wwht,9,12,11,13,fertilizer,7:20:30,broadcast,400
wwht,9,13,11,14,plant,wwht,,
wwht,,,,,skip,,,
wwht,3,1,3,10,fertilizer,elem_n,broadcast,40.5
wwht,4,1,4,10,fertilizer,elem_n,broadcast,40.5
wwht,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wwht,7,5,7,25,harvest_only,wwht,grain,
wwht,7,5,7,25,kill_only,wwht,,
wwht_cons,9,10,10,30,tillage,plow25,,
wwht_cons,9,11,10,31,tillage,chisplow,,
wwht_cons,9,12,11,22,fertilizer,7:20:30,broadcast,400
wwht_cons,9,13,11,23,plant,wwht,,
wwht_cons,,,,,skip,,,
wwht_cons,3,1,3,10,fertilizer,elem_n,broadcast,40.5
wwht_cons,4,1,4,10,fertilizer,elem_n,broadcast,40.5
wwht_cons,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wwht_cons,7,5,7,25,harvest_only,wwht,grain,
wwht_cons,7,5,7,25,kill_only,wwht,,
sbar,,,,,skip,,,
sbar,3,1,3,20,tillage,plow25,,
sbar,3,2,3,21,tillage,chisplow,,
sbar,3,3,3,22,fertilizer,7:20:30,broadcast,400
sbar,3,4,3,23,plant,wbar,,
sbar,3,10,3,30,fertilizer,elem_n,broadcast,40.5
sbar,4,5,4,15,fertilizer,elem_n,broadcast,40.5
sbar,5,1,5,10,fertilizer,elem_n,broadcast,40.5
sbar,7,5,7,25,harvest_only,wbar,grain,
sbar,7,5,7,25,kill_only,wbar,,
sbar_cons,,,,,skip,,,
sbar_cons,3,2,3,21,tillage,chisplow,,
sbar_cons,3,3,3,22,fertilizer,7:20:30,broadcast,400
sbar_cons,3,4,3,23,plant,wbar,,
sbar_cons,3,10,3,30,fertilizer,elem_n,broadcast,40.5
sbar_cons,4,5,4,15,fertilizer,elem_n,broadcast,40.5
sbar_cons,5,1,5,10,fertilizer,elem_n,broadcast,40.5
sbar_cons,7,5,7,25,harvest_only,wbar,grain,
sbar_cons,7,5,7,25,kill_only,wbar,,
swht,,,,,skip,,,
swht,3,1,3,20,tillage,plow25,,
swht,3,2,3,21,tillage,chisplow,,
swht,3,3,3,22,fertilizer,7:20:30,broadcast,400
swht,3,4,3,23,plant,wwht,,
swht,3,10,3,30,fertilizer,elem_n,broadcast,40.5
swht,4,1,4,10,fertilizer,elem_n,broadcast,40.5
swht,5,1,5,10,fertilizer,elem_n,broadcast,40.5
swht,7,5,7,25,harvest_only,wwht,grain,
swht,7,5,7,25,kill_only,wwht,,
swht_cons,,,,,skip,,,
swht_cons,3,2,3,21,tillage,chisplow,,
swht_cons,3,3,3,22,fertilizer,7:20:30,broadcast,400
swht_cons,3,4,3,23,plant,wwht,,
swht_cons,3,10,3,30,fertilizer,elem_n,broadcast,40.5
swht_cons,4,1,4,10,fertilizer,elem_n,broadcast,40.5
swht_cons,5,1,5,10,fertilizer,elem_n,broadcast,40.5
swht_cons,7,5,7,25,harvest_only,wwht,grain,
swht_cons,7,5,7,25,kill_only,wwht,,
clvr_0.5yr,8,1,11,10,tillage,chisplow,,
clvr_0.5yr,8,2,11,11,plant,clvr,,
clvr_0.5yr,,,,,skip,,,
clvr_0.5yr,4,1,5,1,harvest_only,clvr,hay_cut_low,
clvr_0.5yr,4,1,5,1,kill_only,clvr,,
clvr_1.5yr,8,1,11,10,tillage,chisplow,,
clvr_1.5yr,8,2,11,11,plant,clvr,,
clvr_1.5yr,,,,,skip,,,
clvr_1.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_1.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_1.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_1.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_1.5yr,,,,,skip,,,
clvr_1.5yr,4,1,5,1,kill_only,clvr,,
clvr_1yr,8,1,11,10,tillage,chisplow,,
clvr_1yr,8,2,11,11,plant,clvr,,
clvr_1yr,,,,,skip,,,
clvr_1yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_1yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_1yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_1yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_1yr,8,10,8,30,kill_only,clvr,,
clvr_2.5yr,8,1,11,10,tillage,chisplow,,
clvr_2.5yr,8,2,11,11,plant,clvr,,
clvr_2.5yr,,,,,skip,,,
clvr_2.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_2.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_2.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_2.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_2.5yr,,,,,skip,,,
clvr_2.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_2.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_2.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_2.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_2.5yr,,,,,skip,,,
clvr_2.5yr,4,1,5,1,kill_only,clvr,,
clvr_2yr,8,1,11,10,tillage,chisplow,,
clvr_2yr,8,2,11,11,plant,clvr,,
clvr_2yr,,,,,skip,,,
clvr_2yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_2yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_2yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_2yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_2yr,,,,,skip,,,
clvr_2yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_2yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_2yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_2yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_2yr,8,10,8,30,kill_only,clvr,,
clvr_3.5yr,8,1,11,10,tillage,chisplow,,
clvr_3.5yr,8,2,11,11,plant,clvr,,
clvr_3.5yr,,,,,skip,,,
clvr_3.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_3.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_3.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_3.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_3.5yr,,,,,skip,,,
clvr_3.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_3.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_3.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_3.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_3.5yr,,,,,skip,,,
clvr_3.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_3.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_3.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_3.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_3.5yr,,,,,skip,,,
clvr_3.5yr,4,1,5,1,kill_only,clvr,,
clvr_3yr,8,1,11,10,tillage,chisplow,,
clvr_3yr,8,2,11,11,plant,clvr,,
clvr_3yr,,,,,skip,,,
clvr_3yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_3yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_3yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_3yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_3yr,,,,,skip,,,
clvr_3yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_3yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_3yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_3yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_3yr,,,,,skip,,,
clvr_3yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_3yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_3yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_3yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_3yr,8,10,8,30,kill_only,clvr,,
clvr_4.5yr,8,1,11,10,tillage,chisplow,,
clvr_4.5yr,8,2,11,11,plant,clvr,,
clvr_4.5yr,,,,,skip,,,
clvr_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,,,,,skip,,,
clvr_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,,,,,skip,,,
clvr_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,,,,,skip,,,
clvr_4.5yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4.5yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4.5yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4.5yr,,,,,skip,,,
clvr_4.5yr,4,1,5,1,kill_only,clvr,,
clvr_4yr,8,1,11,10,tillage,chisplow,,
clvr_4yr,8,2,11,11,plant,clvr,,
clvr_4yr,,,,,skip,,,
clvr_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,,,,,skip,,,
clvr_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,,,,,skip,,,
clvr_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,,,,,skip,,,
clvr_4yr,3,5,4,5,fertilizer,comp_manure,broadcast,12500
clvr_4yr,5,5,5,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,5,10,6,5,fertilizer,comp_manure,broadcast,10000
clvr_4yr,8,10,8,30,harvest_only,clvr,hay_cut_low,
clvr_4yr,8,10,8,30,kill_only,clvr,,
